record_id,user_id,food_id,recipe_id,restaurant_id,mood,emotion,weather,season,disease_context,calorie_target,recommended_at,score,reason,status
rec_0000384,user_00194,food_000085,recipe_000147,restaurant_00016,Savory,confident,Misty,Thanksgiving,,1703.0,2026-07-27T05:15:57.943100+00:00,0.673,Century should trip station wonder watch development explain consumer tree treat situation audience question situation.,bookmarked
rec_0000385,user_00185,food_000432,,restaurant_00147,Comforting,serene,Cloudy,Thanksgiving,,2484.0,2026-07-27T05:15:57.943116+00:00,0.392,Above cold skill safe parent manager possible however no science window maintain.,served
rec_0000386,user_00197,food_000368,,,Happy,joyful,Holiday,Winter,,1903.0,2026-07-27T05:15:57.943133+00:00,0.636,Read court reality national difficult down computer.,served
rec_0000387,user_00136,food_000324,recipe_000188,,Cozy,energetic,Holiday,New Year,Asthma,1471.0,2026-07-27T05:15:57.943149+00:00,0.694,Professor expect scientist need this scene laugh memory sign.,skipped
rec_0000388,user_00070,food_000259,,,Cozy,optimistic,Cool,Cold Weather,,2238.0,2026-07-27T05:15:57.943166+00:00,0.944,Police may only why truth fine side son poor thus.,skipped
rec_0000389,user_00158,food_000210,,restaurant_00074,Festive,pensive,Warm,Christmas,,1672.0,2026-07-27T05:15:57.943181+00:00,0.595,Be would all account dark no himself contain leg leg last thing figure able manage.,recommended
rec_0000390,user_00093,food_000347,,restaurant_00131,Focused,grateful,Windy,Back to School,,1955.0,2026-07-27T05:15:57.943198+00:00,0.644,Clearly nor reason finish house Republican another model significant manager let road black even huge owner.,bookmarked
rec_0000391,user_00001,food_000440,recipe_000011,,Cheerful,energetic,Snowy,Monsoon,Thyroid,1767.0,2026-07-27T05:15:57.943215+00:00,0.574,Dinner land who save vote interest expect simply.,skipped
rec_0000392,user_00015,food_000111,,restaurant_00170,Festive,stressed,Humid,Eid,,1856.0,2026-07-27T05:15:57.943231+00:00,0.467,Mr home big night enter note soon.,served
rec_0000393,user_00119,food_000386,recipe_000067,restaurant_00011,Sunny,nostalgic,Warm,Summer,,2102.0,2026-07-27T05:15:57.943248+00:00,0.401,Single or religious good strong during deal provide drug prove since such then.,skipped
rec_0000394,user_00070,food_000239,,,Romantic,anxious,Warm,Cold Weather,,2577.0,2026-07-27T05:15:57.943264+00:00,0.71,Exist any rule improve cut around data well.,served
rec_0000395,user_00016,food_000369,recipe_000054,,Cozy,tired,Dry,Harvest,Thyroid,1872.0,2026-07-27T05:15:57.943281+00:00,0.45,Suggest friend last center father shoulder wear that receive game talk.,bookmarked
rec_0000396,user_00034,food_000077,recipe_000091,restaurant_00041,Peaceful,nostalgic,Breezy,Monsoon,,1848.0,2026-07-27T05:15:57.943298+00:00,0.643,Half approach really federal away water simple art why cold.,skipped
rec_0000397,user_00048,food_000173,recipe_000054,,Calm,pensive,Stormy,Ramadan,,1508.0,2026-07-27T05:15:57.943315+00:00,0.305,Play agree beautiful hand carry no rather your until level visit three list more the south.,bookmarked
rec_0000398,user_00037,food_000336,,restaurant_00009,Social,relieved,Breezy,Winter,,1791.0,2026-07-27T05:15:57.943333+00:00,0.461,Across minute somebody hour man seven that board.,skipped
rec_0000399,user_00175,food_000064,recipe_000138,restaurant_00132,Social,lonely,Foggy,Eid,,1568.0,2026-07-27T05:15:57.943353+00:00,0.388,Wear movement fire smile floor race race woman.,recommended
rec_0000400,user_00141,food_000321,recipe_000069,,Motivated,calm,Holiday,Summer Vacation,,2161.0,2026-07-27T05:15:57.943370+00:00,0.819,Part crime fight six remember indicate few.,served
rec_0000401,user_00123,food_000487,recipe_000169,,Comfort,determined,Misty,Diwali,,2130.0,2026-07-27T05:15:57.943386+00:00,0.512,Game city Democrat whom unit clear it.,skipped
rec_0000402,user_00025,food_000189,recipe_000179,restaurant_00057,Motivated,tired,Humid,Thanksgiving,,2061.0,2026-07-27T05:15:57.943404+00:00,0.442,Prevent fly know after break pass check last energy.,skipped
rec_0000403,user_00162,food_000422,recipe_000166,restaurant_00155,Cozy,grateful,Heatwave,Eid,,1938.0,2026-07-27T05:15:57.943420+00:00,0.801,Imagine president himself nearly executive investment put risk effort actually past term.,skipped
rec_0000404,user_00135,food_000285,,restaurant_00010,Calm,tired,Breezy,Berry Season,,2359.0,2026-07-27T05:15:57.943437+00:00,0.93,Article happy candidate rise couple tell bed term must wrong after very.,skipped
rec_0000405,user_00174,food_000109,,,Calm,hopeful,Windy,Berry Season,,2591.0,2026-07-27T05:15:57.943453+00:00,0.869,Hit movement run process court skin natural age.,recommended
rec_0000406,user_00089,food_000409,,,Comfort,anxious,Warm,Winter,,2289.0,2026-07-27T05:15:57.943468+00:00,0.905,Mean organization activity item kid fall local from tend defense.,recommended
rec_0000407,user_00164,food_000344,recipe_000104,restaurant_00058,Nostalgic,optimistic,Thunderstorm,Ramadan,Obesity,2563.0,2026-07-27T05:15:57.943485+00:00,0.698,Debate final provide feel help vote serve safe professional.,recommended
rec_0000408,user_00064,food_000073,recipe_000092,restaurant_00023,Comfort,nostalgic,Heatwave,Navratri,Heart Disease,2361.0,2026-07-27T05:15:57.943502+00:00,0.563,Own think top husband account wish listen president of no.,skipped
rec_0000409,user_00027,food_000167,,restaurant_00062,Motivated,adventurous,Dry,Warm Weather,,2249.0,2026-07-27T05:15:57.943518+00:00,0.457,Side teacher step again question experience establish.,bookmarked
rec_0000410,user_00158,food_000173,recipe_000074,,Spicy,inspired,Cold,Navratri,,1985.0,2026-07-27T05:15:57.943533+00:00,0.586,Again against full subject sea degree not anyone describe.,recommended
rec_0000411,user_00200,food_000340,recipe_000051,,Energized,grateful,Monsoon,Harvest,Heart Disease,1586.0,2026-07-27T05:15:57.943566+00:00,0.311,Result expect they miss customer matter ready defense eat sometimes pretty.,skipped
rec_0000412,user_00189,food_000414,recipe_000053,,Sunny,nostalgic,Humid,Eid,,2344.0,2026-07-27T05:15:57.943584+00:00,0.441,History fear method particularly small so yeah structure economy.,skipped
rec_0000413,user_00044,food_000485,recipe_000073,restaurant_00116,Festive,inspired,Dry,Berry Season,,2272.0,2026-07-27T05:15:57.943599+00:00,0.761,Have rule region let growth mission anything along piece cultural.,served
rec_0000414,user_00025,food_000298,,restaurant_00078,Spicy,grateful,Thunderstorm,Christmas,,1446.0,2026-07-27T05:15:57.943616+00:00,0.816,Job pretty include tonight paper challenge major writer consider before road remember effort.,skipped
rec_0000415,user_00191,food_000079,recipe_000078,restaurant_00115,Spicy,determined,Holiday,Citrus Season,,2360.0,2026-07-27T05:15:57.943633+00:00,0.655,Large try theory view something cultural soon cultural.,bookmarked
rec_0000416,user_00162,food_000481,,,Cozy,pensive,Rainy,Berry Season,,1805.0,2026-07-27T05:15:57.943648+00:00,0.642,Security rate others wait speech officer it like.,recommended
rec_0000417,user_00075,food_000469,recipe_000182,restaurant_00094,Spicy,calm,Sunny,Diwali,,2405.0,2026-07-27T05:15:57.943665+00:00,0.862,Deal claim thought walk doctor benefit own significant travel house two black herself several important.,bookmarked
rec_0000418,user_00108,food_000223,recipe_000077,,Happy,pensive,Dry,New Year,,2524.0,2026-07-27T05:15:57.943682+00:00,0.909,Policy room want have pattern bar order.,bookmarked
rec_0000419,user_00034,food_000257,recipe_000008,restaurant_00100,Cozy,stressed,Cloudy,Cold Weather,Arthritis,2020.0,2026-07-27T05:15:57.943701+00:00,0.811,General our reason kid claim blood operation matter issue moment spend store.,recommended
rec_0000420,user_00024,food_000304,recipe_000193,restaurant_00061,Motivated,content,Stormy,Valentine,,2225.0,2026-07-27T05:15:57.943717+00:00,0.651,Somebody car country low country end hot specific draw each feeling low next.,skipped
rec_0000421,user_00129,food_000021,,restaurant_00015,Adventurous,nostalgic,Rainy,Summer Vacation,,2198.0,2026-07-27T05:15:57.943734+00:00,0.493,Issue imagine throw officer technology center avoid read party research charge standard.,skipped
rec_0000422,user_00068,food_000477,,restaurant_00060,Comforting,content,Heatwave,Christmas,,1762.0,2026-07-27T05:15:57.943751+00:00,0.988,Those collection sell spring push heavy half coach drop yeah project add administration.,skipped
rec_0000423,user_00027,food_000352,,,Calm,grateful,Breezy,Summer,Arthritis,1492.0,2026-07-27T05:15:57.943768+00:00,0.445,Hit write certainly whether town major respond accept involve that film room kind bad.,bookmarked
rec_0000424,user_00108,food_000319,,,Nostalgic,inspired,Rainy,Harvest,,1931.0,2026-07-27T05:15:57.943784+00:00,0.604,Marriage computer product understand hard yard case less method environmental season can.,recommended
rec_0000425,user_00111,food_000377,recipe_000032,restaurant_00021,Cozy,excited,Humid,Festive,Anemia,1490.0,2026-07-27T05:15:57.943801+00:00,0.98,Relationship whose win skin suffer responsibility past law thus hot behavior success yeah star.,skipped
rec_0000426,user_00187,food_000295,recipe_000104,restaurant_00090,Spicy,pensive,Thunderstorm,Summer Vacation,,1543.0,2026-07-27T05:15:57.943818+00:00,0.741,As soldier one movement woman sure age total board executive establish evening especially voice camera direction.,served
rec_0000427,user_00011,food_000404,recipe_000032,,Savory,nostalgic,Dry,Harvest,,2513.0,2026-07-27T05:15:57.943836+00:00,0.587,World section book per huge already buy.,recommended
rec_0000428,user_00001,food_000052,recipe_000132,,Comfort,energetic,Sunny,Festive,,2386.0,2026-07-27T05:15:57.943854+00:00,0.433,World allow heart social head major meeting doctor.,served
rec_0000429,user_00028,food_000449,recipe_000018,,Nostalgic,pensive,Cold,Back to School,Arthritis,1589.0,2026-07-27T05:15:57.943871+00:00,0.929,Middle want forward list environment address something.,served
rec_0000430,user_00099,food_000383,recipe_000024,restaurant_00156,Sweet,energetic,Holiday,Autumn,Thyroid,2165.0,2026-07-27T05:15:57.943887+00:00,0.325,Several whatever trial pull old technology site employee my free offer professor add land.,bookmarked
rec_0000431,user_00087,food_000062,recipe_000172,restaurant_00152,Calm,satisfied,Holiday,Thanksgiving,,1566.0,2026-07-27T05:15:57.943905+00:00,0.646,Than member better subject dog mission quickly power place.,recommended
rec_0000432,user_00020,food_000248,,,Nostalgic,tired,Snowy,Berry Season,,1733.0,2026-07-27T05:15:57.943920+00:00,0.818,Present election they around customer executive task relate professor campaign religious deal.,bookmarked
rec_0000433,user_00005,food_000252,recipe_000180,,Cozy,excited,Snowy,Warm Weather,,1687.0,2026-07-27T05:15:57.943938+00:00,0.351,Field wear there song these fight show sometimes sure because.,skipped
rec_0000434,user_00072,food_000296,,restaurant_00011,Sweet,mellow,Foggy,Spring,,1836.0,2026-07-27T05:15:57.943954+00:00,0.63,Hand quickly job one want not light should crime list draw enter bed.,served
rec_0000435,user_00121,food_000254,,restaurant_00099,Adventurous,focused,Breezy,Valentine,,2195.0,2026-07-27T05:15:57.943970+00:00,0.576,From pull your loss positive seem pull candidate community.,served
rec_0000436,user_00177,food_000471,recipe_000047,restaurant_00190,Adventurous,relieved,Rainy,Citrus Season,,1521.0,2026-07-27T05:15:57.943986+00:00,0.986,Attack its benefit politics section specific color group.,bookmarked
rec_0000437,user_00019,food_000220,,restaurant_00044,Romantic,calm,Seasonal,Thanksgiving,Lactose Intolerance,1529.0,2026-07-27T05:15:57.944003+00:00,0.674,Same yeah herself forward group work story woman once learn health section.,served
rec_0000438,user_00171,food_000374,,restaurant_00166,Calm,mellow,Festive,Berry Season,,1800.0,2026-07-27T05:15:57.944019+00:00,0.341,Government various follow into activity agent general.,bookmarked
rec_0000439,user_00092,food_000299,recipe_000131,restaurant_00149,Adventurous,melancholic,Thunderstorm,Monsoon,,1982.0,2026-07-27T05:15:57.944035+00:00,0.863,Tell end left try present send together share.,bookmarked
rec_0000440,user_00154,food_000221,recipe_000177,restaurant_00155,Romantic,mellow,Sunny,Warm Weather,,1620.0,2026-07-27T05:15:57.944052+00:00,0.694,Suddenly stuff performance true anyone beat my media treatment.,recommended
rec_0000441,user_00141,food_000025,recipe_000092,,Focused,excited,Cloudy,Monsoon,,1844.0,2026-07-27T05:15:57.944068+00:00,0.847,Even large prepare body wall whose prepare person.,served
rec_0000442,user_00133,food_000063,recipe_000071,restaurant_00177,Spicy,energetic,Sunny,Valentine,,2233.0,2026-07-27T05:15:57.944085+00:00,0.879,When store protect owner husband reflect game building wall another.,served
rec_0000443,user_00178,food_000313,recipe_000027,,Spicy,satisfied,Stormy,Valentine,,2066.0,2026-07-27T05:15:57.944101+00:00,0.482,Probably listen back daughter budget positive on stand wear for.,bookmarked
rec_0000444,user_00008,food_000420,recipe_000152,restaurant_00190,Cheerful,satisfied,Heatwave,Spring,,1669.0,2026-07-27T05:15:57.944119+00:00,0.778,Magazine wish chair prepare defense amount finish author believe.,recommended
rec_0000445,user_00068,food_000175,,restaurant_00057,Savory,romantic,Seasonal,Eid,,1483.0,2026-07-27T05:15:57.944136+00:00,0.636,Company involve case total east employee education statement either art try I hand student fast.,skipped
rec_0000446,user_00156,food_000141,,,Savory,curious,Sunny,Diwali,,2330.0,2026-07-27T05:15:57.944154+00:00,0.942,Be let past read series trial material thousand.,recommended
rec_0000447,user_00111,food_000092,,,Spicy,adventurous,Breezy,Christmas,,1575.0,2026-07-27T05:15:57.944170+00:00,0.906,Nor garden newspaper through operation almost change pattern.,bookmarked
rec_0000448,user_00050,food_000023,,restaurant_00074,Happy,anxious,Heatwave,Citrus Season,,2361.0,2026-07-27T05:15:57.944185+00:00,0.983,Want along address sign change I other staff guess lay authority our score.,recommended
rec_0000449,user_00133,food_000164,recipe_000004,,Sunny,anxious,Festive,Back to School,,1573.0,2026-07-27T05:15:57.944200+00:00,0.383,Important create often college else need tell maybe price that treatment see drug consumer rate wear.,recommended
rec_0000450,user_00100,food_000071,recipe_000139,,Comfort,energetic,Dry,Diwali,,1661.0,2026-07-27T05:15:57.944217+00:00,0.486,Bill decide analysis pick consider seat reason book offer investment tell have left sea prepare.,recommended
rec_0000451,user_00141,food_000305,recipe_000173,,Energized,calm,Misty,Eid,,2419.0,2026-07-27T05:15:57.944233+00:00,0.815,Health writer teacher other red represent theory career.,bookmarked
rec_0000452,user_00012,food_000081,,,Happy,anxious,Dry,Summer,,1702.0,2026-07-27T05:15:57.944249+00:00,0.522,Body risk rather list since mean ball include home beat news rather while.,bookmarked
rec_0000453,user_00046,food_000493,,,Sunny,satisfied,Rainy,Winter,,2470.0,2026-07-27T05:15:57.944265+00:00,0.878,Writer politics enough brother person decide most look respond position piece million see expect.,bookmarked
rec_0000454,user_00154,food_000200,recipe_000116,,Comforting,mellow,Rainy,Navratri,,1416.0,2026-07-27T05:15:57.944281+00:00,0.732,Number life identify wide stay forward serve alone ask hit hotel commercial blue.,skipped
