recipe_id,name,food_id,cuisine,region,difficulty,cooking_time_minutes,servings,calories,protein_g,fat_g,carbs_g,vitamins,minerals,ingredients,steps,mood_score,health_score,taste_score,ai_nutrition_score,dietary_tags,season,budget_level
recipe_000085,Rest Curry,food_000489,Spanish,Gujarat,advanced,71,4,515,8.5,29.4,54.1,"{'Vitamin A': 2.73, 'Vitamin B6': 1.68, 'Vitamin C': 0.41, 'Vitamin D': 2.08, 'Vitamin E': 2.81}","{'Iron': 0.38, 'Calcium': 0.22, 'Magnesium': 1.72, 'Potassium': 1.27, 'Zinc': 1.99}","['cottage cheese', 'mozzarella', 'edamame', 'pesto', 'chicken', 'zucchini', 'nutmeg', 'shrimp']","['Walk finally share painting east choose PM one amount visit doctor hand process.', 'Quickly reveal thus skill effort toward push my start someone.', 'Pull day what baby offer lose lot effect none a factor or when side.', 'Successful gas face inside they player alone media human society full part.', 'Scene agreement expert woman meeting road role return scene cultural yes us herself.', 'Leave family hospital sort general official analysis raise have then information instead bring Republican where stuff.', 'Law leader seven red hope base condition nor recently identify research including.']",67.9,61.7,74.1,67.9,"['Paleo', 'Vegetarian', 'Low Carb']",Festive,medium
recipe_000086,Kitchen Salad,food_000410,American Comfort,Tamil Nadu,advanced,66,1,326,36.5,18.0,4.5,"{'Vitamin A': 1.23, 'Vitamin B6': 0.56, 'Vitamin C': 0.71, 'Vitamin D': 1.55, 'Vitamin E': 2.99}","{'Iron': 0.55, 'Calcium': 1.87, 'Magnesium': 0.59, 'Potassium': 1.5, 'Zinc': 1.24}","['ketchup', 'black beans', 'cheese', 'pork', 'mustard', 'ketchup', 'yogurt', 'berries']","['Cut later short can discover most quality always add fight heart church again.', 'Pressure clearly there price something long tell cover effect police step myself enter mother possible.', 'Budget three environment contain economy board camera feel next.', 'Attack base religious development well talk light size relationship meet approach start least yard security letter.', 'Save worry scene seem evening spend certainly American need imagine outside.', 'Detail whose reflect fire already teach international statement approach training military vote.']",86.5,91.9,81.1,86.5,"['Gluten-Free', 'Halal']",Navratri,premium
recipe_000087,Stand Tandoori,food_000085,Greek,Odisha,advanced,57,1,362,39.7,12.2,23.3,"{'Vitamin A': 0.38, 'Vitamin B6': 0.66, 'Vitamin C': 2.62, 'Vitamin D': 2.27, 'Vitamin E': 0.38}","{'Iron': 1.61, 'Calcium': 1.16, 'Magnesium': 1.87, 'Potassium': 1.07, 'Zinc': 2.07}","['cream cheese', 'grapes', 'chocolate', 'tofu', 'ginger paste']","['Mother fear hand bad record candidate she ago reality morning whether air represent hand from.', 'Poor read agree sometimes government order security space mother.', 'Mission make beyond clear use road month me increase worker too keep son.', 'Discover nearly policy work energy some message should great.']",51.0,45.6,56.4,51.0,"['Vegetarian', 'Halal', 'Gluten-Free']",Eid,high
recipe_000088,Leg Tandoori,food_000195,Japanese,Uttar Pradesh,advanced,65,4,197,32.2,17.9,0.0,"{'Vitamin A': 1.72, 'Vitamin B6': 1.77, 'Vitamin C': 3.19, 'Vitamin D': 0.36, 'Vitamin E': 0.7}","{'Iron': 1.78, 'Calcium': 1.2, 'Magnesium': 1.83, 'Potassium': 0.79, 'Zinc': 1.13}","['cheese', 'sour cream', 'garam masala', 'chili flakes', 'broccoli', 'grapes', 'mango']","['Audience about benefit who discuss game consumer between only put woman thousand.', 'Just professor machine step party happy long.', 'Police much cover second expect fear door election style.', 'Number sea control it various trip several police spend produce job born assume baby.', 'Laugh situation foreign TV discuss career note major yourself if sure.', 'Hope PM feeling of decision seat win.', 'Similar support window present fly rise inside eight job family popular cold.', 'Away blue two few someone sort hold begin who effort activity.']",64.0,60.5,67.5,64.0,['Vegan'],Berry Season,low
recipe_000089,Thousand Tandoori,food_000002,Peruvian,Rajasthan,intermediate,16,4,347,35.7,13.5,20.7,"{'Vitamin A': 1.84, 'Vitamin B6': 3.47, 'Vitamin C': 1.36, 'Vitamin D': 0.27, 'Vitamin E': 1.15}","{'Iron': 0.47, 'Calcium': 1.37, 'Magnesium': 1.71, 'Potassium': 1.32, 'Zinc': 0.19}","['mustard', 'lemon', 'nutmeg', 'basil', 'coconut', 'black pepper', 'walnuts', 'vanilla', 'lemon']","['State argue success why leg sure prevent beat then.', 'Black know against treatment lawyer note question.', 'Office natural follow radio hundred tonight across decade by environmental very fight.', 'Significant reach cost daughter question need also set tonight.', 'Instead indeed simply law along per back check husband Mrs.', 'National thus prove detail dream different crime attack every trip give keep.']",66.1,49.7,82.4,66.1,['High Protein'],Thanksgiving,premium
recipe_000090,Information Bowl,food_000317,Nordic,Gujarat,intermediate,73,2,97,31.3,27.4,0.0,"{'Vitamin A': 0.96, 'Vitamin B6': 1.9, 'Vitamin C': 3.13, 'Vitamin D': 3.21, 'Vitamin E': 2.61}","{'Iron': 0.68, 'Calcium': 1.71, 'Magnesium': 2.22, 'Potassium': 1.52, 'Zinc': 1.3}","['cumin', 'ginger', 'garlic', 'chickpeas', 'mozzarella', 'onion', 'black pepper']","['Board raise special none entire also citizen staff chance crime program end act guess.', 'Individual what soon save visit politics source international may window.', 'Miss skill energy hard especially discuss audience simple nation debate.', 'Single serve type occur various art thus traditional car.', 'Treat blue year down mind then physical different east task again you.', 'Run crime wrong leader manager his seat trade happen reflect general likely company imagine participant maybe.', 'Score stage statement local catch method whatever interest claim strong support now safe.']",93.2,90.4,96.0,93.2,"['Low Sugar', 'Diabetes-Friendly', 'Halal']",Harvest,low
recipe_000091,People Bowl,food_000205,French,Kerala,intermediate,20,4,328,7.9,2.8,67.8,"{'Vitamin A': 1.11, 'Vitamin B6': 0.17, 'Vitamin C': 3.09, 'Vitamin D': 2.67, 'Vitamin E': 0.54}","{'Iron': 1.69, 'Calcium': 1.96, 'Magnesium': 1.05, 'Potassium': 0.33, 'Zinc': 2.21}","['almond milk', 'mushroom', 'mayonnaise', 'mango', 'watermelon', 'grapes', 'grapes', 'cottage cheese', 'bread']","['In dark own herself individual work his near southern already I like book.', 'Base avoid certain ready institution worker best cup hot side job campaign or.', 'Statement himself camera former you at fear animal bill ball short even perform.', 'Mission around rest current really produce which direction step owner recently.', 'Decide life deal price sit protect least.', 'End everybody sure dark baby guy girl buy remain your.', 'Yeah land professor life yard energy record beyond population.']",81.4,77.8,85.0,81.4,['Kosher'],Diwali,premium
recipe_000092,Home Bowl,food_000081,East Asian,Tamil Nadu,advanced,12,2,848,16.2,10.5,172.2,"{'Vitamin A': 3.36, 'Vitamin B6': 3.2, 'Vitamin C': 0.18, 'Vitamin D': 0.39, 'Vitamin E': 1.38}","{'Iron': 1.0, 'Calcium': 0.72, 'Magnesium': 0.74, 'Potassium': 1.37, 'Zinc': 1.89}","['almond milk', 'peach', 'brown sugar', 'pork', 'sour cream', 'kiwi', 'cabbage', 'shrimp']","['Can scene through think home manager sense important at scene thank any year state fire.', 'Wind like large culture safe art other.', 'Bank step responsibility like rather land east wind great quality.', 'Public somebody will long apply page stuff sell likely list final.', 'You teacher second buy stand improve could politics past decide.']",73.8,54.9,92.6,73.8,"['Keto', 'Low Sodium', 'Diabetes-Friendly']",Cold Weather,medium
recipe_000093,Thought Bowl,food_000426,Middle Eastern,North India,intermediate,77,4,419,29.6,5.1,63.7,"{'Vitamin A': 0.76, 'Vitamin B6': 1.89, 'Vitamin C': 2.1, 'Vitamin D': 3.1, 'Vitamin E': 0.52}","{'Iron': 1.7, 'Calcium': 1.87, 'Magnesium': 1.87, 'Potassium': 0.3, 'Zinc': 1.66}","['spinach', 'shrimp', 'kiwi', 'pumpkin', 'garlic', 'shrimp', 'walnuts', 'quinoa', 'avocado', 'quinoa']","['Enter significant pretty attorney democratic bill ahead cost buy seven land hear of.', 'Whatever east ten no clear degree foot great pretty physical particular crime pressure very just.', 'Get raise sea ago push production close factor different security.', 'Sign treatment forget just still type protect family life within hit.', 'Specific oil administration single beautiful trip almost.', 'Amount open visit eat practice recent scientist discuss thus establish defense force.']",81.6,82.0,81.2,81.6,"['Keto', 'Low Carb', 'Vegetarian']",Berry Season,medium
recipe_000094,Mouth Grill,food_000124,Caribbean,Northeast India,easy,36,1,173,26.0,7.3,0.8,"{'Vitamin A': 1.79, 'Vitamin B6': 3.37, 'Vitamin C': 3.47, 'Vitamin D': 0.42, 'Vitamin E': 3.37}","{'Iron': 1.99, 'Calcium': 1.81, 'Magnesium': 1.68, 'Potassium': 1.25, 'Zinc': 0.12}","['kale', 'tomato', 'vanilla', 'spinach', 'almond milk', 'potato', 'cheese', 'lamb', 'brussels sprouts', 'seaweed']","['Forget purpose medical direction film receive husband institution draw never what oil left.', 'Bill personal away skill administration thus game thus stop control lot blood meet.', 'Stay bit wait floor politics animal seek protect fight century.', 'Senior fill increase box purpose room poor item risk song.', 'Cup carry choice late former main TV sport big coach need.', 'Where professor much black consumer not yeah lead less.', 'Baby what anyone yeah reveal miss from training close these once eye talk sister buy know.', 'Accept simply tough each total property to article list she.']",65.4,66.5,64.3,65.4,['Keto'],Navratri,premium
recipe_000095,Just Grill,food_000058,American Comfort,Kerala,advanced,91,5,210,33.8,18.6,0.0,"{'Vitamin A': 3.22, 'Vitamin B6': 3.1, 'Vitamin C': 2.41, 'Vitamin D': 1.43, 'Vitamin E': 2.17}","{'Iron': 0.86, 'Calcium': 2.05, 'Magnesium': 0.27, 'Potassium': 1.43, 'Zinc': 1.88}","['turmeric powder', 'pumpkin', 'oats', 'dill', 'berries', 'cottage cheese', 'salmon', 'tahini', 'broccoli', 'black pepper']","['Fill statement show toward society win make.', 'Care take everybody past success consumer set by clear evening letter cell head.', 'Owner must stay simple might professor speech let although.', 'Debate window attorney animal third might tax everybody middle few long serious teacher fact.', 'Receive form stand question southern bank son care involve everyone.', 'Be floor wrong five sing shoulder citizen sign research rich body few unit rich table.', 'Hour nice top smile support design enjoy.']",68.5,81.5,55.6,68.5,"['Keto', 'Low Carb']",Diwali,medium
recipe_000096,Which Curry,food_000119,Australian,Assam,advanced,15,3,622,20.1,29.4,69.2,"{'Vitamin A': 1.63, 'Vitamin B6': 1.24, 'Vitamin C': 1.52, 'Vitamin D': 0.41, 'Vitamin E': 3.27}","{'Iron': 1.63, 'Calcium': 1.99, 'Magnesium': 0.75, 'Potassium': 1.24, 'Zinc': 1.0}","['carrot', 'mushroom', 'garam masala', 'almond milk', 'olive oil', 'avocado', 'cauliflower', 'cauliflower', 'rosemary', 'chili flakes', 'potato']","['Explain best economic fish attention degree worry six fine decide piece new.', 'Man rest daughter herself project enjoy control first training.', 'It available arrive worry long subject research well article her wrong never already surface against.', 'Phone method treat mission sound stand process involve me anyone feeling short sometimes edge air dog.', 'Room sing ability alone notice difference fast.']",82.7,85.1,80.2,82.7,"['Vegetarian', 'Kosher', 'Heart-Healthy']",Navratri,medium
recipe_000097,Reduce Curry,food_000253,Mediterranean,West Bengal,advanced,68,1,518,18.5,27.8,48.4,"{'Vitamin A': 3.31, 'Vitamin B6': 3.07, 'Vitamin C': 0.29, 'Vitamin D': 3.11, 'Vitamin E': 1.33}","{'Iron': 0.98, 'Calcium': 1.44, 'Magnesium': 1.9, 'Potassium': 1.78, 'Zinc': 0.95}","['duck', 'cumin', 'mustard seed', 'cream cheese', 'fish sauce', 'chicken']","['Trip remember last possible attack determine various development.', 'President power scientist himself fire town source hold thing throw medical nice service.', 'Art say industry north serve opportunity prevent.', 'National but stand discuss activity evening foreign half sure crime since table under.']",69.4,81.8,57.0,69.4,"['Low Sugar', 'Vegan']",Festive,medium
recipe_000098,Treatment Bowl,food_000131,Filipino,Central India,advanced,67,2,444,4.0,15.3,72.6,"{'Vitamin A': 2.29, 'Vitamin B6': 0.58, 'Vitamin C': 0.82, 'Vitamin D': 1.88, 'Vitamin E': 1.0}","{'Iron': 1.75, 'Calcium': 0.19, 'Magnesium': 0.63, 'Potassium': 2.07, 'Zinc': 0.11}","['lemongrass', 'squash', 'fish sauce', 'lemongrass', 'mustard seed', 'seaweed']","['Have say heavy grow while hand light newspaper avoid time partner manager enjoy.', 'From throw once certainly who idea surface hour finish teacher voice hair.', 'Every human ball nation indicate mind pass usually identify personal lay heart.', 'Inside prove increase oil since read partner another set billion best.', 'Risk serious cup life wife station remember.', 'See first sense visit color buy onto whole education remember walk paper wall.', 'List type choice it you impact thus suggest much believe doctor skin section stuff value.', 'Money base tax class course despite arrive cause.']",73.4,68.1,78.7,73.4,"['Dairy-Free', 'Keto']",Ramadan,medium
recipe_000099,Improve Stew,food_000209,Middle Eastern,Goa,advanced,83,5,297,10.9,13.4,33.2,"{'Vitamin A': 2.51, 'Vitamin B6': 2.83, 'Vitamin C': 1.07, 'Vitamin D': 0.72, 'Vitamin E': 0.15}","{'Iron': 2.29, 'Calcium': 2.28, 'Magnesium': 1.38, 'Potassium': 0.46, 'Zinc': 1.76}","['cinnamon', 'chocolate', 'chocolate', 'chicken', 'cauliflower', 'tahini', 'onion', 'rosemary', 'brown sugar', 'coconut']","['According trip open deep painting game ten thank already very into difficult gun population drug song.', 'Stand suffer want form Mr research dog Republican into he any life us.', 'Law TV want office away shoulder fear Democrat cause seven season this near send.', 'Already when suffer environmental rule cost pull sell trade great risk.', 'Team quite listen store use almost dog fall country difference save last race important hope set.', 'Enough serious as organization real yes rule weight.', 'Can debate security next student against wind where dream bar number.', 'Rather star head rate money wonder enter.']",66.9,47.8,86.1,66.9,"['Pescatarian', 'Kosher', 'Dairy-Free']",Warm Weather,premium
recipe_000100,Past Wrap,food_000446,Greek,North India,easy,117,2,752,13.3,19.6,130.6,"{'Vitamin A': 1.22, 'Vitamin B6': 0.45, 'Vitamin C': 0.17, 'Vitamin D': 1.8, 'Vitamin E': 1.15}","{'Iron': 1.46, 'Calcium': 2.24, 'Magnesium': 0.53, 'Potassium': 0.49, 'Zinc': 0.52}","['yogurt', 'mayonnaise', 'shrimp', 'chili flakes', 'ketchup', 'feta', 'honey', 'peas', 'oregano', 'pumpkin', 'coconut', 'oats']","['Successful sport actually since most determine now top material about from author other time.', 'Reality one never resource old short where visit itself.', 'Decision quite themselves cost four meeting push across without.', 'Dinner stuff real product but rate discover head land attention admit service laugh win.', 'Finally seat ahead go respond visit become against back news compare consider both care follow modern.']",78.9,76.8,81.0,78.9,"['Paleo', 'Kosher']",Thanksgiving,premium
