food_id,name,cuisine,category,region,season,weather,price_tier,calories,protein_g,fat_g,carbs_g,allergens,diet_options,mood_tags,health_score,taste_score,rating,description
food_000482,Grilled Grills,Nordic,Smoothies,Jammu & Kashmir,Autumn,Cloudy,premium,672,29.5,4.7,127.9,"['sesame oil', 'lupin', 'sulphites']","['Low Sugar', 'Keto']","['Relaxed', 'Peaceful', 'Comforting']",51.4,87.5,3.5,Head summer she type someone whose unit allow establish system whole anyone performance against design player management loss.
food_000483,Chutney Bowl,Thai,Healthy Bowls,Himachal Pradesh,Summer,Thunderstorm,medium,746,26.5,13.9,128.7,"['cashew', 'sulphites']",['Paleo'],"['Calm', 'Focused', 'Comfort']",95.4,75.3,4.0,Investment life different he notice yeah girl difficult pull claim product cold career join.
food_000484,Creamy Dessertbites,German,Bread,Himachal Pradesh,Eid,Festive,high,241,17.9,6.5,27.7,['lupin'],['Low Sodium'],"['Comfort', 'Happy', 'Social']",53.0,77.3,3.8,Lose TV note conference stage beyond human member you data customer create degree tell law drop economic.
food_000485,Spiced Curry,African,Seafood,Punjab,Monsoon,Thunderstorm,premium,466,31.0,25.4,28.3,"['fish', 'egg']","['Gluten-Free', 'Vegan']","['Happy', 'Motivated', 'Cozy']",50.3,62.3,3.3,Quite Mr tree piece month road raise score eight goal material run system find team doctor each.
food_000486,Fresh Seafood,Moroccan,Curry,Goa,Berry Season,Windy,medium,846,33.6,20.2,132.4,['fish'],"['Gluten-Free', 'Halal', 'Vegan']","['Sunny', 'Nostalgic', 'Romantic']",72.3,60.4,3.5,Professional consumer so maintain college beyond could bad table.
food_000487,Creamy Healthy Bowls,Greek,Sushi,Uttar Pradesh,Monsoon,Warm,medium,757,7.5,25.9,123.5,"['cashew', 'milk', 'shellfish']",['Vegetarian'],"['Adventurous', 'Energized', 'Calm']",84.6,91.6,3.8,Answer their industry service protect learn TV management eight.
food_000488,Golden Main Course,Turkish,Smoothies,Odisha,Harvest,Breezy,low,638,18.7,26.2,81.9,"['sulphites', 'soy']","['Nut-Free', 'Kosher']","['Happy', 'Spicy', 'Motivated']",72.3,83.2,4.3,House page truth plan put wish training condition it same open production information including blue everything.
food_000489,Herbed Snacks,Spanish,Desserts,Gujarat,New Year,Breezy,medium,643,29.1,4.9,120.6,[],"['Low Sodium', 'Low Sugar', 'Pescatarian']","['Peaceful', 'Social', 'Adventurous']",69.0,69.9,4.6,Speech million position more leave learn year billion south perhaps.
food_000490,Chutney Wrap,Greek,Grills,Punjab,Cold Weather,Cold,premium,463,8.0,24.0,53.8,['hazelnut'],['Pescatarian'],"['Social', 'Festive', 'Energized']",90.5,82.3,3.6,What those site whose bar stop affect international key heart pull technology your team letter around still under.
food_000491,Golden Pasta,Italian,Tea & Coffee,Sikkim,Diwali,Dry,medium,148,4.3,14.7,0.0,['celery'],['Pescatarian'],"['Sunny', 'Sweet', 'Social']",88.6,61.2,4.7,Several ever officer program your military until campaign chair evening particular.
food_000492,Citrus Breakfast,East Asian,Salads,Odisha,Monsoon,Foggy,low,732,6.5,11.2,151.3,"['fish', 'almond', 'nightshades']","['Keto', 'Low Carb']","['Savory', 'Motivated', 'Adventurous']",78.3,59.4,4.8,Network seem her suggest watch less PM style.
food_000493,Roasted Soups,Korean,Wraps,Jammu & Kashmir,Festive,Monsoon,high,615,5.9,34.9,69.3,"['fish', 'almond']","['Pescatarian', 'Low Sugar']","['Energized', 'Romantic', 'Festive']",76.7,80.9,4.8,Weight light game white itself central it market clear way part into clear decision marriage.
food_000494,Fresh Soups,Latin American,Tea & Coffee,West Bengal,New Year,Holiday,low,685,18.5,9.7,130.9,"['yeast', 'sesame oil', 'wheat']","['Kosher', 'Vegetarian']","['Savory', 'Romantic', 'Sweet']",88.8,97.9,3.2,Fund eat already together anything against resource analysis fact vote during.
food_000495,Fresh Sushi,British,Juices,Punjab,Eid,Breezy,premium,615,3.4,14.3,118.2,"['almond', 'gluten', 'shellfish']","['Low Sodium', 'Vegetarian', 'Nut-Free']","['Cheerful', 'Romantic', 'Nostalgic']",84.5,89.6,4.6,Pay degree three western mission human police size finally ok hope building east set agreement surface whole Mrs.
food_000496,Roasted Fermented,Italian,Sandwiches,Punjab,Navratri,Breezy,high,244,10.0,27.1,0.0,"['lupin', 'soy', 'garlic']",['Nut-Free'],"['Comforting', 'Spicy', 'Calm']",62.1,78.5,4.7,Fire debate than structure seat many nature stock carry suffer company seven growth resource out.
food_000497,Biryani Platter,Nordic,Smoothies,Tamil Nadu,Valentine,Monsoon,low,450,30.7,33.6,6.2,"['onion', 'hazelnut']","['Dairy-Free', 'Kosher', 'Low Carb']","['Spicy', 'Focused', 'Sunny']",50.9,68.9,3.4,State approach nature nice boy score because country forward affect subject cost Congress address you never five politics ago.
food_000498,Herbed Juices,Spanish,Healthy Bowls,Delhi,Monsoon,Misty,medium,380,25.3,34.0,0.0,[],['Paleo'],"['Festive', 'Comfort', 'Happy']",56.9,68.9,4.7,Serious allow color full air from themselves half staff rest common Congress computer describe popular.
food_000499,Creamy Curry,Healthy Fusion,Breakfast,Northeast India,Ramadan,Breezy,high,644,39.9,7.1,105.1,"['cashew', 'wheat', 'celery']","['Low Carb', 'Halal', 'Kosher']","['Comforting', 'Festive', 'Cozy']",72.5,63.0,3.7,Behind week very great will month old choice anyone.
food_000500,Herbed Plant-based,British,Soups,Sikkim,Warm Weather,Snowy,premium,599,28.9,19.0,78.1,['lupin'],"['High Protein', 'Diabetes-Friendly', 'Paleo']","['Sweet', 'Energized', 'Motivated']",88.8,59.5,4.0,Minute create least kitchen series not citizen save stock stock case.
